Genre,Poem
Death,The autopsy found your heart was a library no one checked out
Sorrow,I still set the table for two out of muscle memory's cruelty
Affection,"I left you in the morning,And in the morning glow, You walked a way beside me To make me sad to go. Do you know me in the gloaming, Gaunt and dusty grey with roaming? Are you dumb because you know me not, Or dumb because you know?All for me? And not a question For the"
Music,I’m the matron-king of hell In yoga pants and a disused bra for a laurel & shatter the scene inside your simmering year Like a ransom scene filmed through shattered transom I smear in my glamour I make as if to justify the ways of God to man That’s my ticket in That’s why God lets me
Environment,"The three stood listening to a fresh accessOf wind that caught against the house a moment,Gulped snow, and then blew free again—the ColesDressed, but dishevelled from some hours of sleep,Meserve belittled in the great skin coat he wore.Meserve was first to speak. He pointed backwardOver his shoulder with his pipe-stem,"
Music,"There is one atop each of the Girls’ heads. Clearly they have been playing this game for a while. There is only one girl whose turkey is still full of air, and that girl is Girl D. The game is called Duck, Duck, Turkey. They go through the motions of"
Affection,Your fingerprints left braille love letters on my skin
Environment,"No sun—no moon!        No morn—no noon—No dawn—        No sky—no earthly view—        No distance looking blue—No road—no street—no ""t'other side the way""—        No end to any Row—        No indications where the Crescents go—        No top to any steeple—No recognitions of familiar people—        No courtesies for showing 'em—        No knowing 'em!No traveling at all—no locomotion,No inkling of the way—no notion—        ""No"
Environment,"At first a mere thread of a footpath half blotted out by the grasses Sweeping triumphant across it, it wound between hedges of roses"
Environment,"Too green the springing April grass,Too blue the silver-speckled sky,For me to linger here, alas,While happy winds go laughing by,Wasting the golden hours indoors,Washing windows and scrubbing floors. Too wonderful the April night,Too faintly sweet the first May flowers,The stars too gloriously bright,"
Music,The clarinet sobs into its wine-dark wooden throat
Music,"Maybe silence adds to the pain and maybe pain adds to the sea and maybe the sea is only a reflection of a ruin today where the mind is unable to make out how things used to be for us: complete, with deities, a kind oforder. Oh never mind the ATMsscattered throughout the medieval"
Sorrow,Grief is a taxidermist stuffing absence with cotton and sawdust
Affection,"When you, my Dear, are away, away, How wearily goes the creeping day. A year drags after morning, and night"
Environment,"Where an ash bush grows in the lakea ring of stones has broken coverin this summer's drought.Not high enough to be an island,it holds a disc of stiller waterin the riffled lake. Trees have reclaimed the railway line behind us;behind that, the road goes"
Music,But my loyalty
Environment,Fallen leaves write their memoirs in cinnamon ink before the snow edits them
Environment,The wildfire writes its will in ember runes
Environment,Frost embroiders the grass with silver thread each dawn
Death,"Cancer unfolded like origami in reverse, your body becoming paper"
Death,"Suddenly, there's nothing to do and too much— the lawn, paths, woods were never so green white blossoms of every size and shape—hydrangea, Chinese dogwood, mock orange spill their glistening—Inside, your photographs and books stand guard in orderly array. Your half of the bed is smooth, the pillows plump, the phone just out of reach beyond it.No one calls early—they remember your late hours. The"
Affection,"what I really mean. He paints my name across the floral bed sheet and ties the bottom corners to my ankles. Then he paints another for himself. We walk into town and play the shadow game, saying Oh! I'm sorry for stepping on your shadow! and Please be careful! My shadow is"
Sorrow,Depression is a cathedral where every stained glass window depicts your face
Sorrow,I collect your voice in glass jars but the syllables fade like distant stars
Sorrow,I still set your place at the table though the chair stays empty
Environment,Frost etches its glass tattoos on every willing surface
Music,"Soon my father will lose his wedding ring but before that happens we take the path along the cliff-edge past the sign that says Danger: Keep Back because the waves below have undermined it, and the next big storm will be enough to bring the whole face down.I know this but I can’t help looking"
Sorrow,My bones are wind chimes clinking empty tunes when storms pass through
Death,"and in each for such as fall to board reduced to liquid dispute over sight the term means and the term means territory the term me- island budget, its sole discretion reports instrument pursuant to paragraph or subsection session the public powers by section data in the sunshine code; the board shall secure a metadata government, document electric"
Sorrow,Depression is reading the same empty page for months
Environment,"Rivers tongue their way through stone, whispering obscenities to canyons"
Affection,"there is amoon solein the bluenightamorous of waterstremulous,blinded with silence theundulous heaven yearns where in tense starlessnessanoint with ardorthe yellow lover stands in the dumb darksvelteand"
Environment,The wildfire writes its manifesto in ember runes
Music,The church bells yawn their bronze vowels across empty streets
Music,The theremin sings the ghost of a touch that never happened
Sorrow,I call your voicemail just to hear the robot say your name
Affection,We are parallel lines that meet at infinity's blind spot
Sorrow,I keep dialing your number but the void has no reception
Environment,Frost etches its glass tattoos on every willing surface
Sorrow,"I wear your absence like a wool coat in July, itchy and unbearable"
Sorrow,Grief is learning to type with half the keys missing from the keyboard
Sorrow,I sleep on your side of the bed to fool the emptiness
Music,"There is a force that breaks the body, inevitable,the by-product is pain, unexceptional as a raingauge, which has become arcane, rhyme, likewise,unless it’s assonant or internal injury, gloom, joy,which is also a dish soap, but not the one that ridsseabirds of oil from wrecked tankers, that’s Dawn,which should change its"
Affection,Your heartbeat deciphers morse code my lips press against your spine
Environment,The ocean stitches tides to shorelines with silver needle foam
Music,"Drums echo the thunder of forgotten wars, rhythms pulsing through wooden floors"
Environment,The dandelions plant their fuzzy flags in concrete cracks
Sorrow,Grief is learning to type with half the keys missing from the keyboard
Environment,"Along Ancona's hills the shimmering heat,A tropic tide of air with ebb and flowBathes all the fields of wheat until they glowLike flashing seas of green, which toss and beatAround the vines. The poppies lithe and fleetSeem running, fiery torchmen, to and froTo mark the shore.                        The farmer does not knowThat"
Death,One morning the spirit of my lover’s uncle returnedthere was no fanfare no terror only a blue silhouette translucent above our bed growing dimI was the sole witness to this specter quiet as the rising sun waking overhead I awakenedcold to see an Aegean blue figure hovering
Environment,"You come to fetch me from my work to-night When supper's on the table, and we'll see If I can leave off burying the white Soft petals fallen from the apple tree. (Soft petals, yes, but not so barren quite, Mingled with these, smooth bean and wrinkled pea;) And go along with you ere you lose"
Affection,"Your eyes hold galaxies I'll never map, yet I orbit them like a satellite"
Environment,"Frost etches dendrite poems on windowpanes, winter's delicate neural network"
Affection,We are twin flames burning the same oxygen
Environment,"Meanwhile, a splash of blue paint falls from SUBJECT 199's bucket, traverses the sidewalk, travels down the one-way street, colors the roads, the signposts, and the streetlights in the new true hue and forks into a hundred paths that lead to a thousand houses, coating the fences and gates, blanketing"
Music,"By Hannah Ensor and Laura WetheringtonIn meditation my thought-labeling has gotten more specific: raging. capital. scheming. What is the nothingness before the storm? I have tried to be tzim tzum. I have tried to forget the word MARTYR. So many parts of my life are like that, like when the thought comes and I keep"
Music,The violin's bow draws scars across the silence
Environment,"sing manatee, manatee (you’d better praise all you can he said) all the trembling day & passing before her captivity"
Affection,"O my luve's like a red, red rose, That's newly sprung in June; O my luve's like the melodie That's sweetly played in tune.As fair art thou, my bonnie lass, So deep in luve am I; And I will luve thee still, my"
Sorrow,I wear your memory like a wristwatch that stopped at your last breath
Music,The snare drum marches its stiff-legged soldiers toward silence
Death,The urn weighs less than your laugh ever did - physics lies
Music,The broken jukebox coughs up nickels of forgotten lyrics
Sorrow,I keep our inside jokes in mason jars but they've all gone stale
Death,Cancer folded your body like origami in reverse
Environment,The river whispers its secrets to stubborn stones
Sorrow,I call your voicemail just to hear the robot say your name
Sorrow,I keep our inside jokes in mason jars but they've all gone stale
Sorrow,I sleep on your side of the bed to haunt your absence
Sorrow,"Your toothbrush stands sentinel in the holder, still waiting"
Environment,"Apii dibikong gaashkendamyaan miinawaa goshkoziyaanWhen in the night I am weary and awake wonderingendigwenh waa ezhichigewag bagoji Anishinaabensag odenang,what the wild young Anishinaabeg of the cities will do,mitigwaakiing izhaayaan miinawaa anweshinyaan.into the woods I go and rest.Nimawadishaag zhingwaakwag miinawaa okikaandagoogI visit with the white pines and the jack pines.Nibizindaawaag zhashagiwag"
Environment,"Children picking through the rocks beside the river on a spring day. What are they looking for? Old green net tangled on broken pilings; a couple embracing on the tumbledown esplanade. Some fishermen drinking beer from tall brown bottles.Broken shells, tire treads, rusted aluminum pull-tabs— downriver, near the sun, the great echoesand the embers"
Music,The theremin's wail is the sound of electricity missing its mother
Affection,Your voice is my personal north star in a magnetized universe
Affection,Your voice is the only compass that never lies about north
Death,The urn weighs less than your laugh ever did - physics lies
Environment,The glacier writes its slow autobiography in icy paragraphs
Environment,The avalanche writes its will in exclamation marks of snow
Death,The funeral roses pretend not to hear the dirt's gossip
Environment,"The children race now here by the ivied fence, gather squealing now there by the lily border. The evening calms the quickened air, immense and warm; its veil is pierced with fire. The order of space discloses as pair by pair porch lights carve shadows. Cool phosphors flare when dark permits yearning to signal where, with"
Music,"Jazz spills like accidental alchemy, wrong notes brewing perfect chemistry"
Music,"Christopher and Helen, our new expatriate friends,meet us at their favorite winerywhere they fill their plastic jerry cans from hosesexactly like the ones at gas stations,as though they were planning to go back home to Aixand treat their lawnmower to a nice red.Instead, they take us in their forest green"
Music,"Jazz spills like accidental alchemy, wrong notes brewing perfect chemistry"
Sorrow,Grief is a taxidermist stuffing absence with cotton and sawdust
Affection,"Twigs collectby the side of the path.Wild flowers spacethemselves. Pigeons respond instantly to beingchased. The ground risesto the tree. If I lookthrough the boy—to loss, to a future, to else— nothing is enough to hold the groundinto one place. This is your foot, I say. But people"
Death,The obituary photo still smiles though the eyes know the ending
Death,my father's dying makes stairs of every line of text seeming neither to go up or down   stop   that I make the nodding motion to help myself feel I understand stopin common with his bafflement I find comprehension alone will not suffice stopthat I begin to find other books in other rooms
Music,"You know how it pretendsto have a broken wing tolure predators away from itsnest, how it staggers just outof reach . . . if, at this moment, you’re feeling metaphorical,nest can be the whateverinside us that we think needsprotection, the whatever that issmall"
Death,"Sombre the night is: And, though we have our lives, we know What sinister threat lurks there.Dragging these anguished limbs, we only know This poison-blasted track opens on our camp— On a little safe sleep.But hark! Joy—joy—strange joy.Lo! Heights of night ringing with unseen larks: Music showering on our upturned listening faces.Death could drop"
Affection,"Returning from the cruel fight How pale and faint appears my knight! He sees me anxious at his side; ""Why seek, my love, your wounds to hide? Or deem your English girl afraid To emulate the Indian maid?""Be mine my husband's"
Death,The obituary photo still smiles though the eyes know the ending
Music,The choir's voices braid light into ropes for climbing heavenward
Affection,We are twin flames burning the same oxygen
Sorrow,Grief is a taxidermist stuffing absence with cotton and sawdust
Affection,"When you, my Dear, are away, away, How wearily goes the creeping day. A year drags after morning, and night"
Death,The obituary spelled your name right but got everything else wrong
Environment,The wildfire writes its manifesto in ember runes
Affection,Your voice is the only compass that never lies about north
Sorrow,I trace your name on fogged mirrors just to see it disappear again
Death,The obituary photo still smiles though the eyes know the ending
Affection,We are two shadows holding hands at high noon
Death,Autopsy reports list cause of Death as 'calendar pages piling up'
Sorrow,My ribs are wind chimes clinking empty tunes when storms pass through
Death,"Cancer unfolded like origami in reverse, your body becoming paper"
Music,The harp plucks sunlight from the air like ripe fruit
Environment,"To-day we make the poet's words our own,And utter them in plaintive undertone;Nor to the living only be they said,But to the other living called the dead,Whose dear, paternal images appearNot wrapped in gloom, but robed in sunshine here;Whose simple lives, complete and without"
Sorrow,Your favorite song plays in every supermarket aisle like a taunt
Environment,ILike a gondola of green scented fruits
Death,The coffin ate your silhouette and now the mirror starves
Death,Stand on the highest pavement of the stair—
Death,my father's dying makes stairs of every line of text seeming neither to go up or down   stop   that I make the nodding motion to help myself feel I understand stopin common with his bafflement I find comprehension alone will not suffice stopthat I begin to find other books in other rooms
Music,The clarinet sobs into its wine-dark wooden throat
Affection,Your voice is the only compass that never lies about north
Death,"If trees fall in a wood and no one hears them,Do they exist except as a page of linesThat words of rapture or grief are written on?They are lines too while alive, pointing awayFrom the primer of damped air and leafmoldThat underlie, or would if certain of themWere not melon"
Music,"I like to say we left at first light        with Chairman Mao himself chasing us in a police car,my father fighting him off with firecrackers,        even though Mao was already over a decadedead, & my mother says all my father did        during the Cultural Revolution was teach math,which he was"
Sorrow,Grief is the echo that outlives the voice
Environment,The tide licks the shore clean of our footprints
Environment,"A wood near Athens. A Fairy speaks.Over hill, over dale,Thorough bush, thorough brier,Over park, over pale,Thorough flood, thorough fire,I do wander every where,Swifter than the moon's sphere;And I serve the fairy queen,To dew her orbs upon the green:The cowslips tall her pensioners"
Affection,"IThrough the dark pine trunks Silver and yellow gleam the clouds And the sun; The sea is faint purple. My love, my love, I shall never reach you."
Death,The hearse carries tomorrows that will never unpack their suitcases
Music,The theremin sings the ghost of touches that never happened
Sorrow,Depression is a cathedral where every stained glass window depicts your face
Affection,We are two shadows sharing one silhouette at noon
Sorrow,I call your voicemail just to hear the robot say your name
Sorrow,I keep setting the table for two out of muscle memory's cruel habit
Sorrow,Grief is a taxidermist stuffing absence with cotton and sawdust
Music,The bassoon gargles its dark wine of lonely midnights
Sorrow,I sleep on your side of the bed to haunt your absence
Music,I was trying to wave to you but you wouldn’t wave back
Death,my father's dying makes stairs of every line of text seeming neither to go up or down   stop   that I make the nodding motion to help myself feel I understand stopin common with his bafflement I find comprehension alone will not suffice stopthat I begin to find other books in other rooms
Sorrow,I trace your name on fogged mirrors just to see it disappear again
Environment,"The glacier writes its memoir in slow, icy cursive"
Death,"I shake a notebook of emptypages and say, It’s all in here    Every word of it    Dead dogs and stolenproperty    Embraceddebauchery    For 35 years I hadno story to tell    Only wordsin need of form    Every breatha bomb    An infinitespace to fill    I see now that deathis just an idea    A"
Death,"An away of practice the other is Like a river out of acts the other is Hapless, unheard, with marks upon him Having dallied in tarrying unwisely Backlit at an undecidable remove In a house of marks the other is Useless deciding whether to go Or wait in best practices like a child A hapless river filled with"
Music,"We bank sneaks do it for the back- jumping buzz and for the poetry of course, iamb after iamb of ka- klink in our birdcage coffers. The beard-jammer (that shitty shirtrabbit) dropped from the eaves after a whole lot of listening and squashed my swagger in seconds. So here I am on yonder Ponder Island, forced to forgo the"
Affection,"Let myself in at the kitchen door.“It’s you,” she said. “I can’t get up. Forgive meNot answering your knock. I can no moreLet people in than I can keep them out.I’m getting too old for my size, I tell them.My fingers are about all I’ve the use ofSo’s to take any comfort."
Music,The church bells yawn their bronze vowels across empty streets
Environment,The wildfire writes its manifesto in ember runes
Environment,The canyon hums lullabies older than human tongues
Affection,Your laughter is the sugar that sweetens my bitter hours
Affection,"When I touch your skin and goosebumps lift,it’s your mind that surfaces there.When your iris tightens mechanicallyaround your pupil, that aperturebecomes for me the blacked-outcockpit of your mind.                                        It’s your mindthat"
Sorrow,Your favorite song plays in every store like a taunt
Environment,The river whispers its secrets to stubborn stones
Affection,We are parallel lines that meet at infinity's blind spot
Death,"I will not walk in the wood to-night, I will not stand by the water’s edge And see day lie on the dusk’s bright ledge Until it turn, a star at its breast, To rest.I will not see the wide-flung hills Closing darkly about my grief, I wore a crown of their lightest leaf, But now they"
Affection,Your heartbeat deciphers morse code my lips press against your spine
Sorrow,Depression is reading the same empty page for months
Affection,We are two languages sharing one mother tongue
Death,"Always before your voice my soulhalf-beautiful and wholly drollis as some smooth and awkward foal,whereof young moons beginthe newness of his skin, so of my stupid sincere youththe exquisite failure uncouthdiscovers a trembling and smoothUnstrength,against the strongsilences of your song; or as"
Affection,Your breath against my neck writes poems no pen could ever trace
Death,The mortician applies your smile like wallpaper over silence
Music,The choir's voices braid light into audible ropes for climbing heavenward
Music,The church organ exhales its dusty breath through stone lungs
Sorrow,I built a home in the space between two sobs but the walls keep dissolving
Death,"Translated from French by Marilyn HackerFor Eliane, Mireille, and ReginaWe dreamed of a phlegmatic life for"
Sorrow,I wear your old shirts as bandages over invisible wounds
Death,"It is 3:00 in the torpid New South, three days past Bastille Day & yes         this is the form you fashioned, isn't it? Exact & fast & haunted as the opening chords of ""Sweet Jane""         (Mott the Hoople version), which pulses from the minivan as I drive from shrink to soccer camp, shirtpocket         staining my"
Death,"The clock's hands wilt like dying flowers, time bows before eternal hours"
Environment,"By day she woos me, soft, exceeding fair:   But all night as the moon so changeth she;   Loathsome and foul with hideous leprosyAnd subtle serpents gliding in her hair.By day she wooes me to the outer air,   Ripe fruits, sweet flowers, and full satiety:   But through the night, a beast"
Death,"Smelling of sweet resin the Aleppo pines' shadows grow taller by the hour. Two identical twin boys chase each other through the shadows, the one who's ten minutes older yelling, I'm gonna kill you while the younger one laughs, Kill me, kill me if you can! Day by day these teatime mortars keep pecking at the blast"
Death,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore— While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door— ""'Tis some visitor,"" I muttered, ""tapping at my chamber door—"
Affection,"When the bottle of hot sauce shattered in the kitchen he stood in the doorframe, shook his head at the mess. Not worried if I was injured, mostly curious at what else it was I’d broken. You are so clumsy with the things you hold, he never said. The red stain on my"
Environment,"The magazine on my lap talksabout milk. Tells me that in America,every farmer lost money onevery cow, every day of every monthof the year. Imagine that? To wakeup and know you’re digging yourselfdeeper into a hole you can’t seeout of, even as your hands are wetwith what feeds you. That’s"
Death,"I will begin with bracesstrung across a man’s teethas a downed kite mightstring itself across four lanesof a seven-lane highwayand bid a barefooted childto wade into evening trafficand slip. I will not focuson the wasp at the window,the cat’s white hair stretchingalong this orange peel,or even the train’s green breath,its"
Sorrow,I still buy your favorite tea though it gathers dust
Music,The violin's bow draws blood from the silence
Music,Rate your pain the physicaltherapist instructs and I am tryingnot to do what they saywomen do lowballing the numbertrying hard not to try so hardto be the good patient scatteredassurances lining the aisles likedead petals and me leftholding nothing but what’s beenemptied out obviously I am over-thinking it when I
Sorrow,I wear your memory like a wristwatch that stopped at your last breath
Sorrow,Your favorite mug grows a museum patina of dust and regret
Sorrow,Your coffee mug grows a fur of dust in my cupboard museum
Affection,Your freckles connect into constellations only my lips can trace
Sorrow,My bones are wind chimes clinking empty tunes when storms pass through
Environment,The wildfire writes its will in ember runes
Music,The theremin sings the ghost of touches that never landed
Environment,The avalanche writes its will in exclamation marks of snow
Death,"Snow is a strange white word; No ice or frost Has asked of bud or bird For Winter’s cost.Yet ice and frost and snow From earth to sky This Summer land doth know; No man knows why.In all men’s hearts it is: Some spirit old Hath turned with malign kiss Our lives to mould.Red fangs have torn His face, God’s"
Environment,"Cicadas drill through August afternoons, their buzzsaws carving heat"
Music,The hastily assembled angel saw One thing was like another thing and that Thing like another everything depend- ed on how high it was the place you sawThings from and he had seen the Earth from where A
Affection,We are twin flames burning the same oxygen
Sorrow,My therapist collects my tears in beakers labeled 'progress'
Environment,"A Tuesday, day of Tiw,god of war, dawns in darkness.The short holiday day of talking by the fire,floating on snowshoes amongancient self-pollarded maples,visiting, being visited, givinga rain gauge, receiving red socks,watching snow buntings nearly overtheir heads in snow stab at spirtled bitsof sunflower seeds the chickadeeshold with their feet to"
Sorrow,I keep our jokes in jars but the punchlines have evaporated
Death,"We walk through clouds wrapped in ancient symbolsWe descend the hill wearing water Maybe we are deadand don’t know itMaybe we are violet flowers and those we long for love onlyour unmade heartsOn attend, on attendWait for Duras and Eminescuto tell us in French then Romanianlight has wounds slow down— memory is"
Affection,"Suddenly I saw the cold and rook-delighting heavenThat seemed as though ice burned and was but the more ice,And thereupon imagination and heart were drivenSo wild that every casual thought of that and thisVanished, and left but memories, that should be out of seasonWith the hot blood of youth, of"
Death,"“Seldom we find,” says Solomon Don Dunce,“Half an idea in the profoundest sonnet.Through all the flimsy things we see at onceAs easily as through a Naples"
Environment,The maple trees bleed their sweet gold every autumn
Music,The cello weeps its amber tears into the lap of silence
Music,The clarinet coughs politely into its wooden handkerchief
Affection,"When I touch your skin and goosebumps lift,it’s your mind that surfaces there.When your iris tightens mechanicallyaround your pupil, that aperturebecomes for me the blacked-outcockpit of your mind.                                        It’s your mindthat"
Affection,We were crossing a wide beach toward a blacktop parking lot. I forget now who I was with or where we were going the year The details of that particular beach vacation that summer break. Morning not long after sunrise the day already hot.In the parking lot six women wrestled a package of
Music,"After a century, humpbacks migrate again to Queens. They left due to sewage and white frothbanking the shores from polychlorinated- biphenyl-dumping into the Hudson and winnowing menhaden schools.But now grace, dark bodies of song return. Go to the seaside—Hold your breath. Submerge. A black fluke silhouetted against the Manhattan skyline.Now ICE beats doors down on Liberty Avenue to deport."
Music,"ProsperoAssume, just for a moment,I am denied a job in the factory of my dreams under the fluorescent lights of a porcelain white foreman.It’s orderly and neat. I feed my family. No one questions my face. I raised my son in my likeness, so he would never go unseen,bobbing on a wave of expectation, I set in"
Affection,Your freckles connect into constellations only my lips can trace
Sorrow,I keep setting the table for two out of muscle memory's cruel habit
Environment,"Dim vales—and shadowy floods—And cloudy-looking woods,Whose forms we can’t discoverFor the tears that drip all overHuge moons there wax and wane—"
Music,In the mercy of the more hollow sisterA serene fog of moons sprinkled with plum the vexed haint of Quasimoto is patient her tongue leaps from her mouth like a tombstone three times Smooth as ashher favorite word is 'apothecary' the bliss in me like the interior of a melting fear as she moves
Affection,We are parallel lines intersecting at infinity's party
Death,"I crossed quite a few of your rivers, my gods, into this plain where thirst reigns I heard the cry of mourners the long cooing of the African wren at dusk the laughter of the children at dawn had long ceasednight comes fast in our landwhere indeed are the promised vistas the open fields, blue skies, the"
Death,The funeral roses pretend not to hear the dirt's gossip
Affection,We are two shadows holding hands at high noon
Sorrow,Grief is a taxidermist stuffing absence with cotton and sawdust
Sorrow,Your favorite mug grows a museum patina of dust and regret
Sorrow,I call your voicemail just to hear the robot say your name
Affection,We are two shadows holding hands at high noon
Sorrow,I collect your voice in glass jars but the syllables fade like distant stars
Affection,"I dreamt—before Death made such dreaming vain— That sometime, on a day of wind and rain, I would come home to you at fall of night And see your window flushed with firelight. There in the chill dark lonesomeness I’d wait A moment, standing at the garden gate Scarce trusting that my happiness was true,— The kind"
Music,The bassoon gargles its dark wine of lonely winters
Environment,"as is the sea marvelous from god's hands which sent her forth to sleep upon the worldand the earth withers the moon crumbles one by one stars flutter into dustbut the sea does not change and she goes forth out of hands and she returns into handsand is with sleep....love,the"
Death,"I have a rendezvous with DeathAt some disputed barricade,When Spring comes back with rustling shadeAnd apple-blossoms fill the air—I have a rendezvous with Death When Spring brings back blue days and fair.It may"
Music,The broken jukebox coughs up nickels of forgotten lyrics
Environment,The wildfire writes its manifesto in ember runes
Music,The theremin sings the ghost of a touch that never happened
Affection,We are parallel lines meeting at infinity's blind spot
Death,The cancer folded your lungs like origami birds
Sorrow,My therapist collects my tears in beakers labeled 'progress'
Environment,In spring of youth it was my lotTo haunt of the wide earth a spotThe which I could not love the less—So lovely was the loneliness
Environment,"Some springs, apples bloom too soon. The trees have grown here for a hundred years, and are still quick to trust that the frost has finished. Some springs, pink petals turn black. Those summers, the orchards are empty and quiet. No reason for the bees to come.Other summers, red apples beat hearty in the"
Environment,"She’ll hold her hand out a window on a June day, snatch a chubby fistful of air, clutch it all night beneath her sheets. Out of a dream of flight she’ll emerge, vast as a yard of clover, and fall like a comforter over the neighborhood. Then she’ll shimmerlike a maple in the wind."
Sorrow,My bones are wind chimes clinking empty tunes when storms pass through
Death,The hearse carries all the tomorrows you'll never unpack
Affection,"Returning from the cruel fight How pale and faint appears my knight! He sees me anxious at his side; ""Why seek, my love, your wounds to hide? Or deem your English girl afraid To emulate the Indian maid?""Be mine my husband's"
Music,1 Muddled stillnessAll summer SunPunched the yellow jacket nest Cavernous paper Valved like a parched heart Over and over I let it Beat outside My body No dark to cradle The living part2 The glare sears seeing
Death,The coffin ate your shadow and now the sun lies about noon
Sorrow,I keep our jokes in jars but the punchlines have all evaporated
Death,"“Seldom we find,” says Solomon Don Dunce,“Half an idea in the profoundest sonnet.Through all the flimsy things we see at onceAs easily as through a Naples"
Environment,The ventriloquist’s vines fled to an address on the floor of a cumulus pond. The forest formed gills. The tentacles muttered. Eat a bee. Try to project the tiniest star deep beneath this fence. The ravaged shadows repaired in the shade. The numb panorama rewound.
Environment,The avalanche writes its will in exclamation marks of snow
Death,The autopsy found your heart was a library of unread poems
Death,The autopsy revealed your heart was a library with all books overdue
Sorrow,I archive your laughter in jars but the sound leaks through glass
Death,"Lo! Death has reared himself a throneIn a strange city lying aloneFar down within the dim West,Wherethe good and the bad and the worst and the best"
Affection,Your voice is the lighthouse guiding me home through fogged memories
Music,"Whatever her story is, today and every day that I’m here, she’s here in her long, quilted green coat, her companion—a beagle?— nose to the ground, its tail a shimmy. Unlidded to lidded trash can they go, and all along the fence lining the stream, looking, I think, for whatever salvageable cast-offs can be found. By all"
Affection,Your laughter is my favorite form of time travel
Music,The theremin sings the ghost of a touch that never happened
Death,in paradise that i said lake should jumpinto a you          so how’d i miss the maw andrun from paradise into below the spoutand ride the rim and circle down the furwhere white collects to silver ringbefore the drop          the lightless part i dareyou not to think of abe while coursingcoursed half crane's
Death,The cemetery gates moan like old cribs rocking nothing
Music,my friendscreate the moodby describing itturning off all the lightsa place in our mindswakes as in waterwe dance alone and with each otherwe make circles around each otherget close then step backthen get close againmy friendsthe furniture is roundthe furniture is coveredin bluetsthere are drugs my friendswhy be evasivewhen you
Music,"Every day I am born like this— No chingues. Nothing happens for the first time. Not the neon sign that says vacant, not the men nor the jackals who resemble them. I take my bones inscribed by thosewho came before, and learnto court myself under a violenceof stars. I prefer to become"
Death,"Translated from Portuguese by Dan HanrahanI died how many times in the longest night?In the motionless night, heavy and long,I died how many times on the night of calunga?The night does not end and here I amdying again nameless and againdying with each hole openedin the musculature of the person I once was.I died how many times in"
Death,"I am going to die.No such thought has ever occurred to mesince the beginning of my exclusive timein air, when God, having made my mind,first began to wrap it, slowly and continuously,in strips of linen soaked in a special admixtureof rosewater, chicken fat, and pineconesstudded with cloves to stop them"
Music,"The violin weeps notes like silver rain, each string a heartbeat, each pause a pain"
Music,The church organ exhales dust from its ancient iron lungs
Sorrow,I wear your memory like a wristwatch that stopped at your last breath
Affection,We are parallel lines that meet at infinity's blind spot
Death,"My mother never forgave my father for killing himself, especially at such an awkward time and in a public park, that spring when I was waiting to be born. She locked his name in her deepest cabinet and would not let him out, though I could hear him thumping. When I came down from the attic with the pastel portrait in"
Environment,The fog erases the world one pixel at a time
Death,"I stood beside his sepulchre whose fame,Hurled over Europe once on bolt and blast,Now glows far off as storm-clouds overpastGlow in the sunset flushed with glorious flame.Has nature marred his mould? Can Art acclaimNo hero now, no man with whom men sideAs with their hearts’ high needs personified?There are will"
Sorrow,I still buy your favorite tea though it gathers dust
Music,The violin's bow draws blood from the silence
Sorrow,Your favorite mug grows a museum patina of dust and regret
Environment,"Lightning forks the sky's black cake, serving portions of electric plasma"
Death,The cancer folded your lungs like origami birds
Environment,"Fog erases the world in slow motion, pixel by pixel"
Music,The church organ exhales dust from its ancient iron lungs
Music,The cello's bow draws charcoal portraits of midnights we'll never reclaim
Sorrow,I archive your laughter in jars but the sound leaks through glass
Sorrow,I wear your old shirts as bandages over invisible wounds
Sorrow,I still set the table for two out of muscle memory's cruelty
Music,"I’m thinking of the boiling seaand the dream in whichall the fish were singing.I want to wake up with my heartnot aching like Death,but I am always fallingin to terror. I’m a good person.I grieve to appropriate degrees.I mourn this season. This moment.I mourn for the polar beardrifting out of"
Death,"“Lights out"" along the land, “Lights out” upon the sea. The night must put her hiding hand O’er peaceful towns where children sleep, And peaceful ships that darkly creep Across the waves, as if they were not free.The dragons of the air, The hell-hounds of the deep, Lurking and prowling everywhere, Go forth to seek their helpless prey, Not"
Music,The theremin sings ghost duets with the space between fingers and air
Music,"Let them come for what’s left: a chorus of bone, river and soot. Worthy enough. Holy enough. Like all the others, singular—or not. Wanting only for your name to bluemy lips and call it miracle. Our love double-knotted, saddle-stitched held the world together. Until it didn’t— all the words you placed in me flushed and"
Death,The headstone is just the cover of a book whose pages blew away
Death,The cemetery gates creak like old cribs rocking ghosts
Affection,"Your eyes hold galaxies I'll never map, yet I orbit them like a satellite"
Death,The headstone is just the cover of a story the wind scattered
Music,"There were always such beautiful shadows in your work,Though many now dodge their taxes with your art. RarelyAs it seems, life involves Death with every decision, which isWhy I miss the non-Euclidean idiom we used to argue overEverything in the dictionary of what not to do. SomewhereIn a mix between"
Music,"I am enlightened, a mansays after dinner, and he doesn’tmean what you thinkhe means, he means he’s a productof the Enlightenment, he’s talkingover his pain in the abyssinside his gum, it’s calledan abscess (we actually call itthat, he’s taken painkillers,he’s swallowed themwith the wine offered him)."
